연번,단지명,주소,동수,층수,연면적,세대수
,연지청구2차,부산광역시 부산진구 연지동 23-17,3,25,,554
,연지한신타워,부산광역시 부산진구 연지동 322,7,24,,350
,연지화인아파트,부산광역시 부산진구 연지동 50-6,4,25,,654
,연지 에코팰리스,부산광역시 부산진구 연지동 41-4,1,27,,156
,서면노르웨이아침,부산광역시 부산진구 전포동 892-21,1,27,,548
,서면대우디오빌2,부산광역시 부산진구 전포동 181-1,1,30,,751
,서면롯데캐슬스카이,부산광역시 부산진구 전포동 587,9,38,,1395
,서면쌍용플래티넘,부산광역시 부산진구 전포동 683-11,1,19,,432
,서면한신아파트,부산광역시 부산진구 전포동 33-9,5,25,,705
,세종그랑시아,부산광역시 부산진구 전포동 880-1,2,35,,295
,양정메트로하이츠,부산광역시 부산진구 전포동 9,4,25,,258
,에메랄드홈,부산광역시 부산진구 전포동 876-4,2,28,,241
,전포대동파크맨션,부산광역시 부산진구 전포동 190-25,1,15,,173
,전포시영아파트,부산광역시 부산진구 전포동 326,8,5,,400
,전포화신아파트,부산광역시 부산진구 전포동 191-661,2,15,,268
,한라비발디,부산광역시 부산진구 전포동 362-64,2,35,,511
,한웅인터빌,부산광역시 부산진구 전포동 362-62,1,19,,402
,선경성지곡,부산광역시 부산진구 초읍동 271-4,7,15,,314
,성지곡삼환,부산광역시 부산진구 초읍동 360-1,3,12,,230
,초읍대우아파트,부산광역시 부산진구 초읍동 508,3,23,,363
,초읍대진아파트,부산광역시 부산진구 초읍동 322-1,2,10,,160
,초읍우신그린피아,부산광역시 부산진구 초읍동 505,1,22,,190
,초읍한신아파트,부산광역시 부산진구 초읍동 365,1,23,,318
,혜도인파크에비뉴연지,부산광역시 부산진구 초읍동 671,2,29,,160
,개금역스마트W,부산광역시 부산진구 개금동 451-12,1,15,,224
,범내골역 한라비발디STUDIO,부산광역시 부산진구 범천동 1000-24,1,25,,150
,범일역 이즈,부산광역시 부산진구 범천동 886-41,2,20,,186
,양정퀸즈팰리스아파트,부산광역시 부산진구 양정동 397-1,2,18,,187
,몽뜨레,부산광역시 부산진구 전포동 693-2,1,14,,264
,삼정코아,부산광역시 부산진구 전포동 878-26,1,15,,215
,도개공영구임대아파트,부산광역시 부산진구 개금동1-1,6,15,,990
,당감주공1단지(임대),부산광역시 부산진구 당감동 797,3,25,,383
,범천LH(임대주택),부산광역시 부산진구 범천동 1644,2,37,,533
,전포LH아파트,부산광역시 부산진구 전포동 897,2,28,,794
,부산전포동사랑으로부영,부산광역시 부산진구 전포동 903,8,24,,500
,대동레미안 센트럴시티5,부산광역시 부산진구 범천동 849-2,1,20,,187
,신우아파트(신우국민주택),"부산광역시 부산진구 부암3동596-3,596-1",1,5,,48
,서면,부산광역시 부산진구 범전동263-5,1,6,,25
,동평상가,부산광역시 부산진구 당감1동312-1,1,5,,47
,평화아파트,부산광역시 부산진구 범천1동737-7,2,5,,69
,골든맨션,부산광역시 부산진구 범천1동842-10,1,5,,25
,삼부본동,부산광역시 부산진구 부암1동39-1,2,5,,56
,문화아파트,부산광역시 부산진구 부암동 98-8,1,5,,40
,성암아파트,부산광역시 부산진구 부암1동80-8,5,5,,146
,서면아파트,부산광역시 부산진구 전포4동 산99-46,1,5,,50
,서포아파트,부산광역시 부산진구 전포2동 192-14,1,5,,50
,성지파크,부산광역시 부산진구 초읍동134-5,2,5,,50
,부전점포아파트,부산광역시 부산진구 부전동 573-26,2,3,,59
,중앙맨션,부산광역시 부산진구 범천1동841-303,1,8,,33
,대성아파트,부산광역시 부산진구 전포1동684-5,1,5,,28
,삼익아파트,부산광역시 부산진구 연지동376-8,2,12,,144
,신양맨션,부산광역시 부산진구 개금1동613-1,4,5,,170
,일산아파트,부산광역시 부산진구 전포1동317-40,2,5,,87
,성지맨션,부산광역시 부산진구 초읍동225,1,3,,36
,태림맨션,부산광역시 부산진구 개금1동산52-6,5,5,,122
,성림맨션,부산광역시 부산진구 초읍동268-1,3,5,,50
,삼부로얄,부산광역시 부산진구 부암1동80-6,2,5,,50
,대원주택,부산광역시 부산진구 연지동15-1,1,2,,28
,태림맨션,부산광역시 부산진구 초읍동293-6,2,5,,48
,영화주택,부산광역시 부산진구 개금1동135-4,1,5,,40
,진일,부산광역시 부산진구 가야2동634-1,1,5,,45
,동원본동,부산광역시 부산진구 당감3동479-8,1,5,,45
,서면백양,부산광역시 부산진구 당감1동479-6,1,5,,40
,장미아파트,부산광역시 부산진구 부암1동35-6,1,5,,30
,삼우아파트,부산광역시 부산진구 가야2동160,1,5,,45
,우진아파트,부산광역시 부산진구 개금3동424-9,1,5,,32
,동원아파트,부산광역시 부산진구 당감3동486,2,5,,125
,서면로얄,부산광역시 부산진구 범천4동1127,4,5,,159
,서면무궁화,"부산광역시 부산진구 당감3동479-2,495-9",16,5,,594
,진일아파트,부산광역시 부산진구 개금3동410,1,5,,30
,한우아파트,부산광역시 부산진구 전포1동339-2,1,5,,29
,보광맨션,부산광역시 부산진구 가야2동611,1,5,,24
,대명,부산광역시 부산진구 전포동33-371,1,3,,24
,초원아파트,부산광역시 부산진구 양정1동463-1,1,5,,20
,보광맨션,부산광역시 부산진구 가야2동617-8,2,5,,40
,한일맨션,"부산광역시 부산진구 초읍동215-22,544-17",3,5,,175
,대산아파트,부산광역시 부산진구 전포1동327-84,1,5,,49
,부원아파트,부산광역시 부산진구 양정2동406-6,1,6,,78
,협성아파트,부산광역시 부산진구 부암동289-42,1,5,,70
,무궁화3차,부산광역시 부산진구 당감3동480-12,3,5,,60
,우영,부산광역시 부산진구 전포1동327-22,1,5,,45
,범천철도,부산광역시 부산진구 범천2동1252-70,1,5,,50
,하나로맨션,부산광역시 부산진구 범천2동1284-7,3,6,,102
,동원아파트,부산광역시 부산진구 부암1동315-64,1,3,,25
,일동대영,부산광역시 부산진구 연지동172,1,15,,123
,대진아파트,부산광역시 부산진구 전포3동328-4,1,5,,20
,동원아파트,부산광역시 부산진구 부암1동319,7,5,,242
,금호천지,부산광역시 부산진구 부암3동380-7,1,5,,49
,산호아파트,부산광역시 부산진구 양정2동271-2,5,5,,156
,이화맨션,부산광역시 부산진구 가야3동459-16,3,5,,125
,한림빌라,부산광역시 부산진구 부암3동452-35,1,5,,48
,해운,부산광역시 부산진구 가야3동산32-1,4,5,,185
,일산,부산광역시 부산진구 가야2동611-5,5,5,,264
,마마맨션,부산광역시 부산진구 가야2동599-5,1,5,,48
,동원맨션,부산광역시 부산진구 가야2동657-50,9,5,,224
,협성맨션,부산광역시 부산진구 개금1동492-10,2,6,,84
,로얄아파트,부산광역시 부산진구 연지동198-1,8,5,,260
,협동,부산광역시 부산진구 범천2동1287-2,1,5,,34
,새영진,부산광역시 부산진구 가야1동5-56,2,5,,48
,삼성,부산광역시 부산진구 당감4동770,3,5,,144
,부암미주공동,부산광역시 부산진구 부암1동332-6,3,6,,198
,한일하나로,부산광역시 부산진구 가야2동648,4,5,,150
,철도,부산광역시 부산진구 개금3동281-5,1,5,,25
,한일하나로,부산광역시 부산진구 초읍동182-3,2,5,,30
,백산,부산광역시 부산진구 당감4동768-1,5,5,,248
,영진,부산광역시 부산진구 가야1동5-44,2,6,,65
,남산주택,부산광역시 부산진구 부암1동320-66,8,4,,100
,진성,부산광역시 부산진구 가야2동664-4,1,15,,102
,조일그랜져,부산광역시 부산진구 범천4동1119-94,1,15,,90
,협성아파트,부산광역시 부산진구 전포동191-464,2,6,,108
,성림맨션,부산광역시 부산진구 범천2동1284-1,1,15,,138
,화신거화아파트,부산광역시 부산진구 전포2동191-3,1,15,,115
,세인한아름,부산광역시 부산진구 범천2동1252-125,1,14,,76
,초읍그린아파트,부산광역시 부산진구 초읍동540-11,1,14,,73
,화신거화(2차),부산광역시 부산진구 전포동191-236,1,6,,32
,창신그린힐,부산광역시 부산진구 초읍동402-1,1,14,,104
,대림파크빌,부산광역시 부산진구 초읍동349,2,10,,60
,새롬하이빌,부산광역시 부산진구 범천2동1287-1,1,13,,92
,동아아파트,부산광역시 부산진구 가야2동 159,1,14,,41
,솔내음 파미유,부산광역시 부산진구 부암3동 601-28,1,15,,139
,초읍동삼정그린코아,부산광역시 부산진구 초읍동 670,1,11,,49
,가야삼한사랑채,부산광역시 부산진구 가야동 48-274,3,9,,116
,연지봉황,부산광역시 부산진구 연지동179-1,3,5,,85
,한울트라움아파트,부산광역시 부산진구 당감동1023-0,1,10,,71
,골든 팰리스 더 리치,부산광역시 부산진구 범천동974-2,1,15,,102
,초읍 우신아파트,부산광역시 부산진구 초읍동269-8,1,5,,40
,대림아파트,부산광역시 부산진구 초읍동349-0,1,10,,60
,초읍 포레스타 아파트,부산광역시 부산진구 초읍동519-5,1,9,,28
,서면동원맨션,부산광역시 부산진구 범전동9-151,1,5,,133
,일산아파트,부산광역시 부산진구 전포동317-40,1,5,,49
,동평하우스,부산광역시 부산진구 양정동238-3,1,6,,20
,범내골역 이즈팰리스,부산광역시 부산진구 범천동854-2,1,18,,101
,한일유앤아이,부산광역시 부산진구 전포동890-1,1,15,,178
,협성그린피아아파트,부산광역시 부산진구 전포동191-464,1,6,,108
,초읍하나로연립주택,부산광역시 부산진구 초읍동513-30,1,6,,114
,양정미니아파트,부산광역시 부산진구 양정동365-3,1,3,,24
,국민아파트,부산광역시 부산진구 가야동385-0,1,5,,130
,부산시영아파트,"부산광역시 부산진구 범전동329-15,43-4",1,6,,20
,일성인포아파트,부산광역시 부산진구 부암동 55-6,1,25,,546
,DM오피스텔,부산광역시 부산진구 개금동 540-118,1,5,,8
,라온하제,부산광역시 부산진구 당감동 700,2,5,,35
,초읍 따로또 같이주택,부산광역시 부산진구 초읍동 353-1,1,6,,27
,위드에코하임 오피스텔,부산광역시 부산진구 양정동 139-22 외4필지,1,13,,23
,초읍동 다세대주택,부산광역시 부산진구 초읍동 513-44 외1필지,2,7,,16
,개금미네스트,부산광역시 부산진구 개금동 424-6,1,15,,36
,서면스위트엠골드에비뉴아파트,부산광역시 부산진구 범천동 847-2,4,27,,225
,서면 지원 더 뷰 파크,부산광역시 부산진구 부암동 80-7,1,39,,216
,에버그린,부산광역시 부산진구 부산진구 양정동 355-1,1,5,,20
,프라다빌,부산광역시 부산진구 부산진구 양정동 143-4,1,5,,20
,스위트하우스,부산광역시 부산진구 부산진구 양정동 399-3,1,6,,20
,가우디움,부산광역시 부산진구 부산진구 양정동 355-45,1,5,,20
,솔리드,부산광역시 부산진구 부산진구 개금동 171-87,1,6,,20
,양정 해광빌리지,부산광역시 부산진구 부산진구 양정동 213-3 외2필지,1,8,,28
,정원빌딩,부산광역시 부산진구 부산진구 전포동 687-17,1,6,,20
,블루오션2,부산광역시 부산진구 부산진구 양정동 168,1,6,,24
,세경월드빌,부산광역시 부산진구 부산진구 전포동 312-22,1,7,,20
,푸른마을,부산광역시 부산진구 부산진구 가야동 226-6 외3필지,1,8,,29
,드림하우스,부산광역시 부산진구 부산진구 양정동 260-8,1,5,,24
,골든파라다이스,부산광역시 부산진구 부산진구 양정동 139-11,1,6,,24
,베스트빌,부산광역시 부산진구 부산진구 개금동 177-128,1,6,,25
,세원하이츠,부산광역시 부산진구 부산진구 부암동 80-92,1,6,,24
,펜트하우스,부산광역시 부산진구 부산진구 개금동 177-34,1,7,,20
,골든캐슬,부산광역시 부산진구 부산진구 양정동 140-26 외1필지,1,7,,28
,서면타크빌,부산광역시 부산진구 부산진구 전포동 648,1,12,,40
,대성문퀸즈더블유,부산광역시 부산진구 부산진구 양정동 276-2,1,15,,70
,더피렌체,부산광역시 부산진구 부산진구 부전동 424-4,1,7,,20
,그린하우스,부산광역시 부산진구 부산진구 개금동 527-88,1,6,,20
,해오름,부산광역시 부산진구 부산진구 개금동 616-5,1,7,,28
,파란채원룸,부산광역시 부산진구 부산진구 개금동 419-8 외3필지,1,5,,26
,아이린,부산광역시 부산진구 부산진구 연지동 354-2,1,6,,20
,정원스카이4차,부산광역시 부산진구 부산진구 전포동 201-24,1,6,,20
,동경에이스,부산광역시 부산진구 부산진구 가야동 551-12 외2필지,1,10,,28
,목화파크빌,부산광역시 부산진구 부산진구 부전동 414-22,1,8,,29
,서면센트리움,부산광역시 부산진구 부산진구 부암동 121-9,1,10,,32
,스카이빌,부산광역시 부산진구 부산진구 개금동 177-408,1,7,,20
,,부산광역시 부산진구 부산진구 전포동 146-18,1,7,,20
,하모니하우스,부산광역시 부산진구 부산진구 개금동 177-80,1,6,,20
,부광드림빌,부산광역시 부산진구 부산진구 양정동 345-7,1,6,,20
,노블레스,부산광역시 부산진구 부산진구 개금동 177-163,1,6,,20
,세르빌,부산광역시 부산진구 부산진구 개금동 523-37,1,7,,20
,화이트빌,부산광역시 부산진구 부산진구 부전동 410-1,1,7,,20
,중앙엘리시안,부산광역시 부산진구 부산진구 양정동 331-11,1,6,,24
,강동,부산광역시 부산진구 부산진구 개금동 177-81,1,7,,21
,성우빌,부산광역시 부산진구 부산진구 부전동 456-4 외1필지,1,10,,29
,태림빌,부산광역시 부산진구 부산진구 개금동 540-222 외1필지,1,5,,20
,휴먼스빌,부산광역시 부산진구 부산진구 개금동 177-175,1,7,,20
,대경빌,부산광역시 부산진구 부산진구 양정동 116-26,1,6,,28
,마이크로하우스,부산광역시 부산진구 부산진구 가야동 644-25 외1필지,1,7,,28
,스마이하우스,부산광역시 부산진구 부산진구 개금동 177-79,1,6,,20
,신화타워,부산광역시 부산진구 부산진구 개금동 177-162,1,6,,22
,드림하이,부산광역시 부산진구 부산진구 개금동 177-156,1,7,,20
,서면블리체,부산광역시 부산진구 부산진구 부전동 514-8 외1필지,1,10,,134
,더블하우스,부산광역시 부산진구 부산진구 개금동 177-39,1,6,,20
,시티파크,부산광역시 부산진구 부산진구 개금동 523-3 외1필지,1,15,,44
,서면앙주빌주상복합,부산광역시 부산진구 부산진구 전포동 171-2,1,19,,138
,강남럭스빌2,부산광역시 부산진구 부산진구 양정동 354-22 외1필지,1,6,,20
,제나두,부산광역시 부산진구 부산진구 양정동 236-3 외1필지,1,8,,24
,로얄캐슬,부산광역시 부산진구 부산진구 전포동 667-20,1,10,,80
,골든팰리스,부산광역시 부산진구 부산진구 개금동 177-332,1,10,,28
,그린빌,부산광역시 부산진구 부산진구 개금동 177-213,1,7,,20
,힐튼빌,부산광역시 부산진구 부산진구 개금동 523-36,1,6,,20
,보금자리,부산광역시 부산진구 부산진구 부전동 125-3,1,8,,20
,정원스카이힐,부산광역시 부산진구 부산진구 양정동 138-7,1,7,,20
