연번,단지명,주소,동수,층수,연면적,세대수
,,부산광역시 사상구 백양대로 342번길16,,,,953
,,부산광역시 사상구 백양대로 342번길16,,,,953
,,부산광역시 사상구 백양대로 342번길16,,,,953
,,부산광역시 사상구 백양대로 342번길16,,,,953
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로 342번길 17,,,,874
,,부산광역시 사상구 백양대로342번길 40,,,,379
,,부산광역시 사상구 사상로 342번길 21,,,,486
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 84,,,,893
,,부산광역시 사상구 대동로 148-29,,,,416
,,부산광역시 사상구 엄궁남로 43,,,,358
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로 712-17),,,,200
,,부산광역시 사상구 낙동대로1210번길 33,,,,1094
,,부산광역시 사상구 백양대로494번길 10,,,,498
,,부산광역시 사상구 백양대로494번길 10,,,,498
,,부산광역시 사상구 백양대로494번길 10,,,,498
,,부산광역시 사상구 백양대로494번길 10,,,,498
,,부산광역시 사상구 양지로42번길 13,,,,232
,,부산광역시 사상구 양지로42번길 13,,,,232
,,부산광역시 사상구 양지로42번길 13,,,,232
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 학감대로 123번길 75,,,,549
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 142,,,,1158
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 158,,,,741
,,부산광역시 사상구 엄궁로 40,,,,1016
,,부산광역시 사상구 낙동대로1210번길 34,,,,600
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 대동로64번길 22,,,,387
,,부산광역시 사상구 학감대로 109-16,,,,763
,,부산광역시 사상구 학감대로 109-16,,,,763
,,부산광역시 사상구 백양대로934번길 84,,,,780
,,부산광역시 사상구 백양대로934번길 84,,,,780
,,부산광역시 사상구 백양대로934번길 84,,,,780
,,부산광역시 사상구 백양대로934번길 84,,,,780
,,부산광역시 사상구 백양대로 700번길 23,,,,432
,,부산광역시 사상구 백양대로494번길 38,,,,831
,,부산광역시 사상구 백양대로494번길 38,,,,831
,,부산광역시 사상구 백양대로494번길 38,,,,831
,,부산광역시 사상구 백양대로494번길 38,,,,831
,,부산광역시 사상구 냉정로 120,,,,312
,,부산광역시 사상구 백양대로 372-15,,,,988
,,부산광역시 사상구 백양대로 372-15,,,,988
,,부산광역시 사상구 백양대로 372-15,,,,988
,,부산광역시 사상구 백양대로 372-15,,,,988
,,부산광역시 사상구 백양대로 372-15,,,,988
,,부산광역시 사상구 사상로 512,,,,160
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 엄궁로100,,,,607
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,부산광역시 사상구 사상로342번길 39,,,,350
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,"부산광역시 사상구 엄궁북로 61(401∼404), 62(101∼302)",,,,1852
,,부산광역시 사상구 덕상로 8-37,,,,517
,,부산광역시 사상구 덕상로 8-37,,,,517
,,부산광역시 사상구 학감대로123번길 67,,,,511
,,부산광역시 사상구 학감대로123번길 67,,,,511
,,부산광역시 사상구 학감대로123번길 67,,,,511
,,부산광역시 사상구 광장로104번길 37,,,,172
,,부산광역시 사상구 백양대로 526,,,,839
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 백양대로934번길 94,,,,498
,,부산광역시 사상구 모라로64번길 82,,,,213
,,부산광역시 사상구 광장로 54,,,,234
,,부산광역시 사상구 모라로110번길 121,,,,2529
,,부산광역시 사상구 모라로192번길 20-21,,,,2385
,,부산광역시 사상구 학감대로 49번길28-39,,,,720
,,부산광역시 사상구 광장로 21번길 66,,,,291
,,"부산광역시 사상구 백양대로 539, 537(상가동)",,,,622
,,부산광역시 사상구 괘감로 146,,,,190
,,부산광역시 사상구 덕상로117,,,,390
,,"부산광역시 사상구 삼락동 413-6(낙동대로 1264번길 24(A,B동)23-8(C동)",,,,29
,,부산광역시 사상구 모라1동 656-2(모라로 64+C76:C99번길 67),,,,28
,,부산광역시 사상구 모라1동  648-1(모라로37번길 16),,,,90
,,부산광역시 사상구 모라1동 656-5(사상로 489번길 56),,,,48
,,부산광역시 사상구 모라1동 655-7(모라로 40),,,,90
,,부산광역시 사상구 모라1동 277-2(사상로 539번길42),,,,26
,,부산광역시 사상구 모라1동 656-3(사상로 489번길 60),,,,100
,,부산광역시 사상구 모라1동1326(백양대로950번나길 80-6),,,,120
,,부산광역시 사상구 모라1동 1341(백양대로 950번나길 14),,,,174
,,부산광역시 사상구 모라1동 332(백양대로 934번길 38),,,,24
,,부산광역시 사상구 덕포1동 198(사상로310번길54),,,,280
,,"부산광역시 사상구 덕포1동 191-9,2(사상로310번길88)",,,,100
,,부산광역시 사상구 덕포1동 213-1(사상로310번길80-11),,,,85
,,부산광역시 사상구 괘법동 583-2(사상로181번길79),,,,30
,,부산광역시 사상구 괘법동 552-18(사상로148),,,,34
,,부산광역시 사상구 주례1동 692-36(사상로25),,,,30
,,부산광역시 사상구 모라동 991-2(사상로508),,,,122
,,부산광역시 사상구 주례1동 279(양지로42번길71),,,,39
,,"부산광역시 사상구 주례1동 317(양지로47, 백양대로 458)",,,,276
,,부산광역시 사상구 주례2동 152-20(가야대로344번길11),,,,60
,,부산광역시 사상구 주례2동 84-28(진사로36번나길8),,,,34
,,부산광역시 사상구 주례2동 101(냉정로 76),,,,20
,,부산광역시 사상구 주례2동 92-2(가야대로330번길25),,,,49
,,부산광역시 사상구 주례2동 55-4(가야대로378번길46),,,,85
,,부산광역시 사상구 주례2동 84-175(가야대로366번길113),,,,32
,,부산광역시 사상구 주례2동 54-3(가야대로388번길5),,,,42
,,부산광역시 사상구 주례2동 92-307(주례로79),,,,110
,,부산광역시 사상구 주례2동 83-1(진사로36번길9),,,,48
,,부산광역시 사상구 삼락동 365-1(모덕로 2),,,,32
,,부산광역시 사상구 주례2동 80-142(가야대로366번길104),,,,69
,,부산광역시 사상구 주례3동 519-6(가야대로306번길20),,,,210
,,부산광역시 사상구 주례3동 122(냉정로56),,,,245
,,부산광역시 사상구 주례3동 90-1(가야대로318번길78-25),,,,49
,,부산광역시 사상구 주례3동 506(가야대로288),,,,48
,,부산광역시 사상구 학장동 580-2(대동로159번길79),,,,36
,,부산광역시 사상구 학장동 574-13(대동로138),,,,190
,,부산광역시 사상구 학장동 574-23(대동로140번길26),,,,210
,,부산광역시 사상구 학장동 437(학감대로123번길65),,,,236
,,부산광역시 사상구 엄궁동 11-41(대동로38),,,,85
,,부산광역시 사상구 엄궁동 37-3(엄궁로172),,,,156
,,부산광역시 사상구 주례2동 10-26(백양대로366),,,,48
,,부산광역시 사상구 주례3동 630(동주로16번길6-7),,,,48
,,부산광역시 사상구 주례2동 213-7(주감로207-6),,,,118
,,부산광역시 사상구 엄궁동 567-9(낙동대로 784-13),,,,44
,,부산광역시 사상구 주례2동 221-1(백양대로 372-37),,,,71
,,부산광역시 사상구 괘법동 499-3(사상로148번길 39),,,,108
,,부산광역시 사상구 주례동 92-397(주례로34번길 28),,,,24
,,부산광역시 사상구 주례동 92-496(주례로34번길 26),,,,24
,,부산광역시 사상구 주례동 149-4(가야대로330번길 7-14),,,,20
,,부산광역시 사상구 괘법동 521-1(광장로21번길 46),,,,48
,,부산광역시 사상구 주례동 149-27(주례로10번길 34),,,,20
,,부산광역시 사상구 주례동 149-5(주례로10번길 30),,,,20
,,부산광역시 사상구 주례동 150-1(가야대로330번길 7-18),,,,20
,,부산광역시 사상구 주례동 5-2(백양대로357번길 33),,,,29
,,부산광역시 사상구 모라동 986-3(사상로 504),,,,88
,,부산광역시 사상구 주례동 74-46(가야대로360번길 31),,,,22
,,부산광역시 사상구 괘법동 541-3(사상로202번길 60),,,,61
,,부산광역시 사상구 괘법동 523-4(낙동대로1210번길 84),,,,66
,,부산광역시 사상구 괘법동 273-1(사상로224번길 16),,,,85
,,부산광역시 사상구 괘법동 524-17(사상로243번길 7),,,,64
,,부산광역시 사상구 괘법동 542-15(광장로97번길 7),,,,32
,,부산광역시 사상구 괘법동 545-4(광장로97번길 7),,,,125
,,부산광역시 사상구 덕포동 416-7(사상로 320),,,,143
,,부산광역시 사상구 괘법동 525-10(사상로223번길 24),,,,119
,,부산광역시 사상구 괘법동 270-9(광장로87번길77),,,,112
,,부산광역시 사상구 학감대로267번길20,,,,90
,,"부산광역시 사하구 낙동대로 265 (괴정동, 신동양아파트) ",,,,274
,,"부산광역시 사하구 괴정로270번길 34 (괴정동, 협진아파트) ",,,,300
,,"부산광역시 사하구 낙동대로 263 (괴정동, 자유1차아파트) ",,,,312
,,"부산광역시 사하구 사하로141번길 20 (괴정동, 국제아파트) ",,,,176
,,"부산광역시 사하구 다송로 36 (다대동, 코오롱아파트) ",,,,520
,,"부산광역시 사하구 다송로 7 (다대동, 다대다해아파트) ",,,,389
,,"부산광역시 사하구 낙동대로575번길 10 (하단동, 남영임대1,2차아파트) ",,,,519
,,"부산광역시 사하구 장평로 311 (신평동, 신평삼익아파트) ",,,,312
,,"부산광역시 사하구 사하로141번나길 35-4 (괴정동, 우신타워) ",,,,250
,,"부산광역시 사하구 오작로 68 (괴정동, 신괴정화신맨션)",,,,270
,,"부산광역시 사하구 윤공단로17번길 103 (다대동, 조성아파트) ",,,,408
,,"부산광역시 사하구 다대로 301 (장림동, 현대아파트) ",,,,828
,,"부산광역시 사하구 신산북로43번길 43 (신평동, 럭키무지개타운)",,,,505
,,"부산광역시 사하구 윤공단로 103 (다대동, 대건아파트) ",,,,417
,,"부산광역시 사하구 오작로 46 (괴정동, 신익타운) ",,,,228
,,"부산광역시 사하구 다대로 430 (다대동, 도시개발공사3지구아파트) ",,,,750
,,"부산광역시 사하구 다대로 400 (다대동, 신다대아파트) ",,,,570
,,"부산광역시 사하구 다대로 470 (다대동, 해송아파트) ",,,,714
,,"부산광역시 사하구 마하로 81 (당리동, 삼성타워)",,,,210
,,"부산광역시 사하구 승학로 123-4 (당리동, 당리신익아파트) ",,,,299
,,"부산광역시 사하구 두송로 25 (장림동, 우림아파트) ",,,,255
,,"부산광역시 사하구  하신중앙로180 (신평동, 신익강변타운아파트)",,,,937
,,"부산광역시 사하구 제석로95번길 22-5 (당리동, 우림그린맨션) ",,,,194
,,"부산광역시 사하구 장평로41번길 61 (장림동, 강남아파트) ",,,,447
,,"부산광역시 사하구 제석로79번길 11 (당리동, 반도보라아파트) ",,,,384
,,"부산광역시 사하구 다대로22번길 30 (당리동, 벽산으뜸아파트)",,,,270
,,"부산광역시 사하구 장평로41번길 19 (장림동, 벽산아파트) ",,,,450
,,"부산광역시 사하구 하신번영로 365 (하단동, 가락타운1단지) ",,,,1746
,,"부산광역시 사하구 하신번영로 233 (하단동, 가락타운2단지) ",,,,2980
,,"부산광역시 사하구 다대로277번길 141 (장림동, 장림삼경빌라)",,,,298
,,"부산광역시 사하구 사하로 47 (구평동, 화신아파트)",,,,496
,,"부산광역시 사하구 다대로 109 (신평동, 한성임호아파트) ",,,,217
,,"부산광역시 사하구 다대로 109 (신평동, 한성기린아파트) ",,,,282
,,"부산광역시 사하구 다대로227번길 45 (장림동, 로얄베스토피아아파트)",,,,187
,,"부산광역시 사하구 장평로41번길 51 (장림동, 국제마마아파트)",,,,288
,,"부산광역시 사하구 다대로 473 (다대동, 현대아파트) ",,,,2181
,,"부산광역시 사하구 다대로 617 (다대동, 자유아파트) ",,,,987
,,"부산광역시 사하구 다대로277번길 56 (장림동, 동원타워) ",,,,216
,,"부산광역시 사하구 비봉로 42 (신평동, 한신아파트) ",,,,937
,,"부산광역시 사하구 감천로 38 (감천동, 감천현대아파트)",,,,200
,,"부산광역시 사하구 하신중앙로 170 (신평동, 현대아파트) ",,,,992
,,"부산광역시 사하구 다대로381번길 75 (다대동, 국제그린아파트) ",,,,996
,,"부산광역시 사하구 다대로381번길 99 (다대동, 다송아파트) ",,,,500
,,"부산광역시 사하구 장평로 378 (괴정동, 동진그린힐) ",,,,207
,,"부산광역시 사하구 다송로 59 (다대동, 다대4지구 도시개발아파트) ",,,,1920
,,"부산광역시 사하구 두송로 47 (장림동, 현대그린아파트)",,,,152
,,"부산광역시 사하구 감천로 175 (감천동, 남성한빛가든아파트) ",,,,307
,,"부산광역시 사하구 오작로 104 (괴정동, 벽산하이츠타운)",,,,299
,,"부산광역시 사하구 감천로 32 (감천동, 백산아파트) ",,,,224
,,"부산광역시 사하구 제석로 127 (당리동, 혜성아파트) ",,,,423
,,"부산광역시 사하구 다대로 339 (장림동, 극동스타클래스아파트)",,,,472
,,"부산광역시 사하구 동매로 120 (하단동, 한신혜성아파트)",,,,533
,,"부산광역시 사하구 다대낙조2길 11 (다대동, 푸른아파트) ",,,,640
,,"부산광역시 사하구 다대로429번길 20 (다대동, 삼환아파트) ",,,,1669
,,"부산광역시 사하구 다대낙조2길 50 (다대동, 다대5지구몰운대영구임대아파트) ",,,,2107
,,"부산광역시 사하구 다대낙조2길 14 (다대동, 몰운대아파트) ",,,,2960
,,"부산광역시 사하구 승학로233번길 33 (괴정동, 괴정자유3차아파트) ",,,,298
,,"부산광역시 사하구 승학로233번길 50 (괴정동, 괴정자유2차아파트) ",,,,235
,,"부산광역시 사하구 감천로 24 (감천동, 유림1차아파트) ",,,,477
,,"부산광역시 사하구 승학로 221 (괴정동, 괴정한신아파트) ",,,,225
,,"부산광역시 사하구 비봉로 37 (신평동, 삼창강변아파트) ",,,,297
,,"부산광역시 사하구 다대로381번길 105 (다대동, 두송아파트) ",,,,260
,,"부산광역시 사하구 다대낙조1길 12 (다대동, 대우아파트) ",,,,546
,,"부산광역시 사하구 다대낙조1길 42 (다대동, 성원아파트) ",,,,546
,,"부산광역시 사하구 제석로95번길 21 (당리동, 형제아파트) ",,,,183
,,"부산광역시 사하구 낙동대로520번길 14 (하단동, 청구아파트) ",,,,448
,,"부산광역시 사하구 을숙도대로709번길 31 (구평동, 자유아파트) ",,,,584
,,"부산광역시 사하구 사하로 80 (감천동, 유림아파트) ",,,,498
,,"부산광역시 사하구 다대로381번길 41 (다대동, 삼환2차아파트) ",,,,268
,,"부산광역시 사하구 다대로227번길 37 (장림동, 동원3차아파트) ",,,,402
,,"부산광역시 사하구 사하로 74-6 (감천동, 해태아파트) ",,,,299
,,"부산광역시 사하구 신산로 187 (신평동, 한솔베스파트) ",,,,176
,,"부산광역시 사하구 비봉로 29 (신평동, 원우아파트) ",,,,276
,,"부산광역시 사하구 괴정로 76 (하단동, 삼창아파트) ",,,,162
,,"부산광역시 사하구 다대로227번길 15 (장림동, 신우림아파트) ",,,,298
,,"부산광역시 사하구 다대로277번길 124 (장림동, 경동아파트) ",,,,261
,,"부산광역시 사하구 감천로21번길 35 (감천동, 부영벽산) ",,,,634
,,"부산광역시 사하구 다대로277번길 85 (장림동, 신세대지큐빌아파트) ",,,,990
,,"부산광역시 사하구 옥천로 87 (감천동, 영동힐타운) ",,,,176
,,"부산광역시 사하구 하신번영로 400 (하단동, 하단동 SK뷰 아파트) ",,,,1828
,,"부산광역시 사하구 하신중앙로 2 (장림동, 동원로얄듀크) ",,,,1973
,,"부산광역시 사하구 제석로 160 (당리동, 동원베네스트아파트(1차)) ",,,,499
,,"부산광역시 사하구 장평로 119 (장림동, 윌더하임아파트) ",,,,392
,,"부산광역시 사하구 제석로 171 (당리동, 동원베네스트아파트(2차)) ",,,,432
,,"부산광역시 사하구 괴정로244번길 57 (괴정동, 괴정 경동 메르빌) ",,,,163
,,"부산광역시 사하구 대티로1번길 22 (괴정동, 괴정스타클래스)",,,,470
,,"부산광역시 사하구 장평로 87 (장림동, 협성르네상스 타운)",,,,650
,,"부산광역시 사하구 다대낙조2길 100 (다대동1624번지, 롯데캐슬 몰운대아파트) ",,,,3462
,,"부산광역시 사하구 승학로71번길 60 (당리동, 부영벽산블루밍)",,,,298
,,"부산광역시 사하구 다대동로 30 (다대동, 영동비치타워) ",,,,280
,,"부산광역시 사하구 낙동대로 301 (괴정동, 일동지에닌아파트) ",,,,211
,,"부산광역시 사하구 낙동대로 203 (괴정동, 엔스타)",,,,234
,,"부산광역시 사하구 대티로17번길 47 (괴정동, 참누리아파트)",,,,165
,,"부산광역시 사하구 장평로 339 (신평동, 신평협성엠파이어아파트)",,,,256
,,"부산광역시 사하구 윤공단로 123(다대동, 다대푸르지오아파트)",,,,972
,,"부산광역시 사하구 승학로71번길 30(당리동, 당리푸르지오아파트)",,,,542
,,"부산광역시 사하구 을숙도대로709번길 22 (구평동, 한신휴플러스아파트)",,,,419
,,"부산광역시 사하구 다송로 23 (다대동, 다대롯데캐슬블루아파트)",,,,1326
,,"부산광역시 사하구 사리로70번길 24(괴정동, K스타파크)",,,,248
,,"부산광역시 사하구 장림번영로 50(장림동, 지원시티파크 아파트)",,,,284
,,"부산광역시 사하구 낙동대로 180(괴정동, 경성스마트W)",,,,182
,,"부산광역시 사하구 서포로30번길 26(구평동, 대림e편한 1차)",,,,1068
,,"부산광역시 사하구 신산북로 5(신평동,삼한사랑채)",,,,298
,,"부산광역시 사하구 사하로 183(괴정동, 협성휴포레)",,,,299
,,"부산광역시 사하구 신산북로43번길 59(신평동, LH천년나무)",,,,990
,,"부산광역시 사하구 승학로71번길 46(당리동, 경보이리스힐)",,,,279
,,"부산광역시 사하구 사하로 182 (괴정동, IDS아델하임)",,,,265
,,"부산광역시 사하구 서포로30번길 12(구평동, e편한세상사하2차)",,,,946
,,"부산광역시 사하구 장림번영로 96(장림동, 봉화산역사하베스티움아파트)",,,,202
,,"부산광역시 사하구 장림번영로 104(장림동, 장림역스마트더블유)",,,,494
,,"부산광역시 사하구 사하로 189(괴정동, 어반푸르지오아파트)",,,,152
,,"부산광역시 사하구 다대로 328 (장림동, 리버팰리스)",,,,154
,,"부산광역시 사하구 사하로142번길 38 (괴정동, 신동아파밀리에)",,,,150
,,"부산광역시 사하구 장림번영로 76 (장림동, 장림역베스티움2차)",,,,221
,,"부산광역시 사하구 낙동대로 280(괴정동, 사하역비스타동원)",,,,513
,,"부산광역시 사하구 서포로30번길 42(구평동, 부산사하중흥S-클래스)",,,,665
,,"부산광역시 사하구 신산북로41(신평동, 코오롱하늘채)",,,,969
,,"부산광역시 사하구 사리로 106 (괴정동, 한신더휴포레스티지)",,,,835
,,"부산광역시 사하구 낙동대로 413 (하단동, 하단 롯데캐슬)",,,,356
,,"부산광역시 사하구 괴정로 166 (괴정동, 힐스테이트 사하역)",,,,1314
,,부산광역시 서구 구덕로 301번길 9,,,,25
,,부산광역시 서구 까치고개로 239번길 7-3,,,,41
,,부산광역시 서구 천해로 13번길 3,,,,288
,,부산광역시 서구 구덕로 350,,,,180
,,부산광역시 서구 구덕고 186번길 37,,,,34
,,부산광역시 서구 까치고개로 239번길 12,,,,21
,,부산광역시 서구 천마로 229,,,,33
,,부산광역시 서구 천마로 205번길 32,,,,23
,,부산광역시 서구 천마로 187번길 20,,,,47
,,부산광역시 서구 천마로 205번길 39,,,,60
,,부산광역시 서구 천마로 205번길 27,,,,29
,,부산광역시 서구 해돋이로340번길 10-2,,,,21
,,부산광역시 서구 흑교로 105번길 10,,,,26
,,부산광역시 서구 대영로 73번길 39,,,,410
,,부산광역시 서구 까치고개로 197번길 25-1,,,,41
,,부산광역시 서구 대신로 74,,,,21
,,부산광역시 서구 천마로 57,,,,70
,,부산광역시 서구 천마로 57,,,,36
,,부산광역시 서구 충무시장길 54,,,,28
,,부산광역시 서구 남부민로 12번길 67,,,,25
,,부산광역시 서구 망양로 10,,,,38
,,부산광역시 서구 천마로 42,,,,40
,,부산광역시 서구 대영로 78,,,,45
,,부산광역시 서구 충무대로 83번길 59,,,,24
,,부산광역시 서구 충무대로 58-8,,,,21
,,부산광역시 서구 감천로 219,,,,67
,,부산광역시 서구 해돋이로 400번길 1,,,,31
,,부산광역시 서구 망양로 111번길 12,,,,30
,,부산광역시 서구 해돋이로 136,,,,49
,,부산광역시 서구 충무대로 58-8,,,,24
,,부산광역시 서구 충무대로 82번길 5,,,,28
,,부산광역시 서구 천마로 27번길 10,,,,28
,,부산광역시 서구 해돋이로 269번길 12,,,,21
,,부산광역시 서구 망양로 142,,,,30
,,부산광역시 서구 천마로 192,,,,20
,,부산광역시 서구 충무대로 255번길 9,,,,48
,,부산광역시 서구 꽃마을로 65,,,,35
,,부산광역시 서구 까치고개로 120-25,,,,40
,,부산광역시 서구 충무대로 185,,,,116
,,부산광역시 서구 망양로 159번길 10-7,,,,29
,,부산광역시 서구 까치고개로 159,,,,30
,,부산광역시 서구 충무대로 34번길 15,,,,80
,,부산광역시 서구 충무대로 83번길 51,,,,48
,,부산광역시 서구 충무대로 64,,,,108
,,부산광역시 서구 망양로 111번길 18-8,,,,48
,,부산광역시 서구 천마로 17,,,,116
,,부산광역시 서구 보수대로 321,,,,24
,,부산광역시 서구 감천로 277,,,,181
,,부산광역시 서구 성산길 51-8,,,,48
,,부산광역시 서구 송도해변로 31-1,,,,82
,,부산광역시 서구 보수대로 311,,,,75
,,부산광역시 서구 장군산로 46번길 27,,,,48
,,부산광역시 서구 암남공원로 72,,,,208
,,부산광역시 서구 감천로 271,,,,268
,,부산광역시 서구 암남공원로 52,,,,150
,,부산광역시 서구 시약로 11,,,,85
,,부산광역시 서구 송도해변로 33,,,,89
,,부산광역시 서구 까치고개로 104,,,,101
,,부산광역시 서구 암남로 82,,,,28
,,부산광역시 서구 망양로 33번길 27,,,,116
,,부산광역시 서구 충무대로 8,,,,83
,,부산광역시 서구 꽃마을로 43,,,,564
,,부산광역시 서구 천해로 7번길 33,,,,295
,,부산광역시 서구 천해로 7번길 55-16,,,,46
,,부산광역시 서구 보수대로 320번길 11,,,,218
,,부산광역시 서구 까치고개로 91,,,,66
,,부산광역시 서구 흑교로 106,,,,51
,,부산광역시 서구 충무대로 246,,,,180
,,부산광역시 서구 충무대로 181,,,,96
,,부산광역시 서구 충무대로 56,,,,125
,,부산광역시 서구 보수대로 242번길 6,,,,112
,,부산광역시 서구 흑교로 103,,,,33
,,부산광역시 서구 대티로 159,,,,490
,,부산광역시 서구 충무대로 24,,,,53
,,부산광역시 서구 구덕로 150번길 25,,,,27
,,부산광역시 서구 보수대로 41-12,,,,60
,,부산광역시 서구 구덕로 293,,,,48
,,부산광역시 서구 구덕로 346번길 4,,,,60
,,부산광역시 서구 구덕로 135,,,,83
,,부산광역시 서구 대영로 68,,,,20
,,부산광역시 서구 구덕로 335-1,,,,44
,,부산광역시 서구 망양로 50-1,,,,37
,,부산광역시 서구 충무대로 133,,,,440
,,부산광역시 서구 구덕로 269,,,,46
,,부산광역시 서구 구덕로 254,,,,36
,,부산광역시 서구 구덕로 275-3,,,,60
,,부산광역시 서구 꽃마을로 57,,,,256
,,부산광역시 서구 구덕로 345번길 19,,,,40
,,부산광역시 서구 구덕로 138,,,,77
,,부산광역시 서구 대영로 46번길 17,,,,32
